image_name,drowsiness_state,left_EAR,right_EAR,avg_EAR,MAR,lip_distance,mouth_width_height_ratio,head_tilt,head_nod,eyebrow_distance,eyebrow_asymmetry,facial_droop_asymmetry
X0423.png,1,0.216970941,0.229286427,0.223128684,0.014279887,0,0,-0.013332543,1.537475331,19.39949494,0.038370479,2
X0424.png,1,0.240180686,0.214043172,0.227111929,0,0,0,0,1.553848797,18.91337313,0.011343495,1
X0425.png,1,0.237825747,0.229286427,0.233556087,0,0,0,-0.013157135,1.536910997,19.75914226,0.4513782,0
X0426.png,1,0.168833795,0.174131508,0.171482652,0.013883534,0,0,-0.013697773,1.553848797,22.55475415,0.291894329,1
X0427.png,1,0.206582596,0.204334474,0.205458535,0,0,0,-0.013157135,1.537475331,19.41264373,0.012072889,1
X0428.png,1,0.204545455,0.227272727,0.215909091,0.014699526,0,0,-0.013332543,1.552941082,18.05248659,0.052199769,1
X0432.png,1,0.204334474,0.227272727,0.215803601,0,0,0,-0.013157135,1.538021182,19.25914226,1.154455908,0
X0433.png,1,0.094809093,0.122357715,0.108583404,0.034488765,1.414213562,24.74873734,-0.014284743,1.553254267,21.7458283,0.635316769,1
X0434.png,1,0.193188366,0.193188366,0.193188366,0.014285714,1,35,-0.013512691,1.537475331,20.61909392,0.023544095,1
X0435.png,1,0.190260598,0.214043172,0.202151885,0.013883534,0,0,0,1.554131203,20.27163446,0,2
X0436.png,1,0.169762262,0.181630644,0.175696453,0.014279887,1,35.0142828,-0.013332543,1.536910997,20.10660172,0.03669289,2
X0437.png,1,0.193188366,0.193188366,0.193188366,0.013867505,1,36.05551275,-0.013512691,1.536910997,19.77229106,0.857854753,2
X0438.png,1,0.192536068,0.196116135,0.194326102,0.014279887,1,35.0142828,-0.013512691,1.536910997,19.75914226,0.871003548,2
X0439.png,1,0.193188366,0.190260598,0.191724482,0,0,0,-0.013512691,1.520837931,19.77229106,0,1
X0440.png,1,0.190260598,0.193188366,0.191724482,0.014279887,1,35.0142828,-0.013512691,1.537475331,19.77229106,0.371003548,1
X0441.png,1,0.240452846,0.193407277,0.216930061,0.014279887,0,0,-0.013512691,1.519118242,17.20799793,0.092539693,1
X0442.png,1,0.174781659,0.199750468,0.187266064,0.014279887,0,0,-0.014704822,1.537475331,18.2749296,0.451203189,1
X0443.png,1,0.149812851,0.174781659,0.162297255,0.014279887,0,0,-0.013887996,1.535097214,19.41264373,0.487927111,1
X0444.png,1,0.214043172,0.181630644,0.197836908,0,0,0,-0.013332543,1.520837931,19.27302045,0,2
X0445.png,1,0.204334474,0.216970941,0.210652708,0,0,0,-0.013512691,1.520837931,18.91337313,0.394390939,1
X0446.png,1,0.215667446,0.216643322,0.216155384,0.014699526,0,0,-0.027390408,1.520837931,19.77229106,0.035473004,2
X0447.png,1,0.146059988,0.169405792,0.15773289,0.014279887,0,0,-0.013512691,1.538021182,20.61909392,0.436461515,1
X0448.png,1,0.207129443,0.204334474,0.205731959,0.014279887,0,0,-0.013332543,1.537475331,19.27302045,0.35712536,2
X0449.png,1,0.19047619,0.214285714,0.202380952,0.028571429,1,35,-0.013512691,1.537475331,18.56636478,0.03832158,1
X0450.png,1,0.192536068,0.216398111,0.20446709,0.014285714,0,0,-0.013697773,1.537475331,18.91337313,0.025221684,1
X0451.png,1,0.214043172,0.204334474,0.209188823,0,0,0,-0.013512691,1.537475331,18.55248659,0.447513413,1
X0452.png,1,0.190260598,0.214043172,0.202151885,0.014279887,0,0,-0.013512691,1.537475331,19.27302045,0.348303832,2
X0453.png,1,0.216643322,0.214285714,0.215464518,0.014285714,0,0,-0.013697773,1.535097214,18.55248659,0.447800231,1
X0454.png,1,0.19047619,0.204545455,0.197510823,0,0,0,-0.013332543,1.536910997,18.55248659,0.447513413,1
X0455.png,1,0.165915912,0.190260598,0.178088255,0.013888889,1,36,-0.013332543,1.537475331,19.81162885,0.039337792,0
X0456.png,1,0.237825747,0.227038305,0.232432026,0,0,0,-0.013157135,1.536910997,18.56636478,0.358351845,1
X0457.png,1,0.214043172,0.204334474,0.209188823,0,0,0,-0.013332543,1.537475331,18.91337313,0.025221684,1
X0458.png,1,0.193188366,0.217216801,0.205202584,0,0,0,-0.013512691,1.537475331,19.39949494,0.780930392,1
X0459.png,1,0.193188366,0.181818182,0.187503274,0,0,0,-0.013512691,1.553254267,18.92471662,0.396925632,1
X0460.png,1,0.157329194,0.149255579,0.153292386,0,0,0,-0.014083576,1.537475331,22.05671879,0.38121196,1
X0461.png,1,0.207129443,0.181630644,0.194380044,0,0,0,-0.013157135,1.536910997,18.91337313,0.011343495,1
X0462.png,1,0.214043172,0.238095238,0.226069205,0,0,0,-0.013512691,1.537475331,19.41264373,0.153501467,1
